Numer_zgloszenia	Czas_naprawy	Rodzaj
752	2015-04-27 22:07:31	wymiana
750	2015-04-27 22:32:02	restart
762	2015-04-27 23:00:11	wymiana
781	2015-04-28 01:12:41	wymiana
777	2015-04-28 01:22:07	wymiana
764	2015-04-28 07:32:32	restart
779	2015-04-28 08:25:58	restart
783	2015-04-28 09:20:40	restart
775	2015-04-28 11:05:35	restart
791	2015-04-28 11:52:23	restart
779	2015-04-28 13:11:36	restart
771	2015-04-28 13:44:41	wymiana
775	2015-04-28 16:30:58	wymiana
789	2015-04-28 17:23:23	restart
762	2015-04-28 19:49:09	wymiana
788	2015-04-28 21:14:36	wymiana
744	2015-04-28 22:26:36	wymiana
749	2015-04-28 22:35:17	restart
787	2015-04-28 23:45:03	restart
758	2015-04-29 00:52:13	restart
778	2015-04-29 01:21:02	restart
764	2015-04-29 01:39:35	restart
773	2015-04-29 03:40:08	wymiana
755	2015-04-29 06:20:18	restart
747	2015-04-29 08:08:34	restart
766	2015-04-29 08:57:13	restart
782	2015-04-29 11:48:40	wymiana
785	2015-04-29 12:16:12	wymiana
784	2015-04-29 13:15:55	restart
773	2015-04-30 01:20:05	wymiana
804	2015-04-30 03:41:48	wymiana
790	2015-04-30 04:23:57	restart
752	2015-04-30 04:55:12	wymiana
801	2015-04-30 06:07:21	wymiana
762	2015-04-30 06:39:43	wymiana
760	2015-04-30 09:48:55	wymiana
795	2015-04-30 11:39:46	wymiana
802	2015-04-30 12:22:48	wymiana
802	2015-04-30 12:51:18	wymiana
805	2015-04-30 20:08:39	wymiana
787	2015-04-30 22:57:24	restart
802	2015-05-01 00:16:17	restart
776	2015-05-01 01:19:42	wymiana
807	2015-05-01 01:36:47	restart
808	2015-05-01 03:34:43	restart
793	2015-05-01 06:11:09	wymiana
783	2015-05-01 06:16:56	wymiana
764	2015-05-01 11:06:48	wymiana
809	2015-05-01 12:59:58	restart
800	2015-05-01 14:51:26	wymiana
788	2015-05-01 16:15:22	wymiana
815	2015-05-01 20:44:31	wymiana
798	2015-05-01 20:58:11	restart
801	2015-05-01 22:13:28	restart
790	2015-05-02 00:33:36	wymiana
813	2015-05-02 01:47:31	restart
779	2015-05-02 02:51:39	restart
821	2015-05-02 03:30:35	wymiana
800	2015-05-02 04:51:26	wymiana
820	2015-05-02 10:33:48	restart
774	2015-05-02 11:15:16	restart
797	2015-05-02 13:43:53	restart
773	2015-05-02 15:00:31	wymiana
799	2015-05-02 18:13:43	restart
790	2015-05-02 19:32:50	wymiana
801	2015-05-02 20:15:17	restart
798	2015-05-02 21:00:26	restart
825	2015-05-02 21:43:17	wymiana
810	2015-05-02 21:49:52	wymiana
787	2015-05-03 00:03:31	wymiana
794	2015-05-03 03:02:48	wymiana
790	2015-05-03 03:04:06	restart
815	2015-05-03 04:58:06	wymiana
817	2015-05-03 05:34:11	wymiana
787	2015-05-03 10:47:35	wymiana
780	2015-05-03 12:00:26	restart
786	2015-05-03 14:20:18	restart
825	2015-05-03 15:41:19	restart
819	2015-05-03 17:05:28	wymiana
820	2015-05-03 17:28:26	restart
814	2015-05-03 17:31:34	restart
790	2015-05-03 23:00:04	restart
802	2015-05-04 04:26:08	wymiana
828	2015-05-04 05:38:51	wymiana
824	2015-05-04 06:18:00	wymiana
803	2015-05-04 11:13:57	restart
828	2015-05-04 12:57:09	wymiana
828	2015-05-04 14:22:37	wymiana
819	2015-05-04 15:53:54	restart
829	2015-05-04 18:18:36	restart
792	2015-05-04 18:19:48	wymiana
827	2015-05-04 18:21:57	restart
822	2015-05-05 02:42:00	wymiana
829	2015-05-05 02:50:17	restart
836	2015-05-05 04:31:11	wymiana
819	2015-05-05 07:42:15	wymiana
801	2015-05-05 11:06:00	restart
819	2015-05-05 12:14:16	wymiana
841	2015-05-05 15:11:24	restart
806	2015-05-05 19:20:46	wymiana
796	2015-05-05 20:07:49	wymiana
817	2015-05-05 23:54:47	restart
823	2015-05-06 02:38:38	wymiana
838	2015-05-06 03:11:33	restart
818	2015-05-06 09:57:32	restart
845	2015-05-06 13:28:13	wymiana
835	2015-05-06 14:33:49	restart
847	2015-05-06 16:45:25	wymiana
808	2015-05-06 20:11:20	restart
817	2015-05-06 21:59:37	wymiana
836	2015-05-06 22:00:35	wymiana
816	2015-05-06 22:10:16	restart
829	2015-05-07 03:17:48	restart
842	2015-05-07 04:34:50	wymiana
829	2015-05-07 05:45:25	restart
845	2015-05-07 05:59:00	wymiana
815	2015-05-07 06:25:22	restart
823	2015-05-07 07:03:18	restart
840	2015-05-07 07:54:46	restart
851	2015-05-07 08:23:51	wymiana
853	2015-05-07 12:29:45	wymiana
844	2015-05-07 12:29:59	wymiana
836	2015-05-07 12:43:41	restart
852	2015-05-07 13:10:02	restart
811	2015-05-07 17:35:13	wymiana
810	2015-05-07 18:41:27	wymiana
